S0,K,T,r,sigma,price
127.39560485559633,101.80656953996932,1.5571151375682206,0.08023273444083352,0.48366311103650167,11.856535153466293
93.88784397520523,85.36339215035807,1.1002112129349082,0.017078405786732167,0.36655914692185904,9.168436707232178
135.85979199113825,57.50558303880202,0.4158542931014257,0.04615498830884923,0.2512017801394448,5.060645006461663e-08
119.73680290593639,149.09719860358987,0.3909351412167551,0.008992462518950462,0.4544385092346941,33.80363008579963
59.41773478876495,67.47737267250484,0.6374029729403229,0.041180073993694805,0.5864746826473917,15.246603493938839
147.5622351636756,75.53084749760438,0.6408745126298582,0.08263997736632588,0.15566645878641172,4.609420744876227e-09
126.1139701990353,73.59157624946178,0.31651536485821136,0.08927476281043933,0.07724337277367337,2.414253619343236e-46
128.60643052769538,140.79414066857032,1.6775882913124016,0.051900609699338546,0.2574970003242592,19.491475513963852
62.81136326755458,126.36883927235304,0.6011219243426978,0.028640228019799263,0.334280327980321,63.55747600479846
95.03859378955671,95.73297994393366,1.6143806800584146,0.07334691972134515,0.18487009248107905,5.643315617719164
87.07980242325812,145.5423033951859,1.9482278550939298,0.06389283836685042,0.38910837342467314,58.601049896409606
142.67649888486017,55.278338078644175,0.6973247421009711,0.047047654438119424,0.2182274790829225,7.355446894049524e-08
114.38651200806646,139.3670381221652,1.9419504379072665,0.04753635363598713,0.5900555852586816,47.61560273260829
132.276161327083,56.04273356881592,0.4228415581176762,0.04932141977243481,0.19594085714274162,1.5083082397140035e-12
94.3414198827331,89.11306959345637,1.3125339499968365,0.03392422707577151,0.49163889166722297,16.046589170621388
72.72387217847769,55.40048783764897,1.9828012908480828,0.051897078851368454,0.5805502229187909,10.42791201613368
105.45847870158349,149.8968991757685,1.6263252333471958,0.005737390741882298,0.3247496750267762,49.230159013709944
56.38172561041753,141.43895025006017,0.49791653416769593,0.05701838247964224,0.15958892043786616,85.05722463964264
132.7631171992582,108.47989552462312,0.5517986715581452,0.04962046070156965,0.539709040101445,8.417449018071538
113.16643991220649,71.78445739982456,0.5617396830083646,0.04205626601232089,0.27128725968021605,0.05615361893745782
125.80877400853738,77.67777251974692,1.8888356432809488,0.03239936757491816,0.34926845971688614,2.9761651858258795
85.45259681298683,94.95433660571203,0.5285525607744409,0.06217803408041764,0.07697203746539064,9.501739792725203
147.06980243949033,82.27801824923458,1.0437498624952684,0.04849752982155469,0.2414575697782173,0.04448789448734745
139.31211213221977,52.13139054349407,0.7322841253736966,0.010083962388090728,0.3557752979231521,0.0036951111396783753
127.83834970737618,115.62560081171345,0.7544753304963076,0.037445268819077275,0.43114213485791736,11.345263423150035
69.46387078519676,111.34279040933012,0.8460248558517177,0.007650539174293114,0.573130408053542,46.026381001107666
96.67210037270343,140.43107032188408,0.7228376412043445,0.03791694130048489,0.3709230920299614,44.27309383515811
